,Class,Parent,Ancestor,Sibling
340,Pear,['Fruit'],['Food'],"['Apple', 'Grape', 'Common fig', 'Strawberry', 'Tomato', 'Lemon', 'Banana', 'Orange', 'Peach', 'Mango', 'Pineapple', 'Grapefruit', 'Pomegranate', 'Watermelon', 'Cantaloupe']"
341,Infant bed,['Bed'],['Furniture'],['Studio couch']
342,Polar bear,['Bear'],"['Carnivore', 'Mammal', 'Animal']","['Brown bear', 'Panda', 'Teddy bear']"
343,Mixer,"['Home appliance', 'Kitchen appliance']",['Kitchenware'],"['Washing machine', 'Toaster', 'Oven', 'Blender', 'Gas stove', 'Mechanical fan', 'Heater', 'Kettle', 'Hair dryer', 'Refrigerator', 'Wood-burning stove', 'Humidifier', 'Coffeemaker', 'Microwave oven', 'Dishwasher', 'Sewing machine', 'Hand dryer', 'Ceiling fan', 'Slow cooker', 'Food processor', 'Waffle iron', 'Pressure cooker']"
344,Cupboard,['Furniture'],[],"['Chair', 'Cabinetry', 'Desk', 'Wine rack', 'Couch', 'Wardrobe', 'Nightstand', 'Bookcase', 'Bed', 'Filing cabinet', 'Table', 'Chest of drawers', 'Bench', 'Drawer', 'Stool', 'Shelf', 'Wall clock', 'Bathroom cabinet', 'Closet']"
345,Jacuzzi,[],[],"['Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
346,Pizza,['Food'],[],"['Fast food', 'Waffle', 'Pancake', 'Burrito', 'Snack', 'Dessert', 'Guacamole', 'Fruit', 'Egg (Food)', 'Baked goods', 'Mushroom', 'Pasta', 'Seafood', 'Taco', 'Cooking spray', 'Vegetable', 'Honeycomb', 'Sandwich', 'Dairy Product', 'Sushi']"
347,Digital clock,['Clock'],[],"['Alarm clock', 'Wall clock']"
348,Pig,['Mammal'],['Animal'],"['Bat (Animal)', 'Carnivore', 'Camel', 'Cattle', 'Giraffe', 'Rhinoceros', 'Goat', 'Horse', 'Hamster', 'Kangaroo', 'Koala', 'Mouse', 'Rabbit', 'Squirrel', 'Sheep', 'Zebra', 'Monkey', 'Hippopotamus', 'Deer', 'Elephant', 'Porcupine', 'Hedgehog', 'Bull', 'Antelope', 'Mule', 'Marine mammal', 'Skunk', 'Alpaca', 'Armadillo']"
349,Reptile,['Animal'],[],"['Bird', 'Invertebrate', 'Mammal', 'Fish', 'Shellfish']"
350,Rifle,['Weapon'],['Building'],"['Bow and arrow', 'Cannon', 'Dagger', 'Knife', 'Shotgun', 'Tank', 'Axe', 'Handgun', 'Sword', 'Missile', 'Bomb']"
351,Lipstick,['Cosmetics'],[],"['Face powder', 'Hair spray', 'Perfume']"
352,Skateboard,['Sports equipment'],['Building'],"['Paddle', 'Ball', 'Bicycle', 'Surfboard', 'Bow and arrow', 'Hiking equipment', 'Roller skates', 'Flying disc', 'Baseball bat', 'Baseball glove', 'Punching bag', 'Golf ball', 'Personal flotation device', 'Scoreboard', 'Snowboard', 'Ski', 'Bowling equipment', 'Dumbbell', 'Stationary bicycle', 'Treadmill', 'Training bench', 'Indoor rower', 'Horizontal bar', 'Parachute', 'Racket', 'Balance beam', 'Helmet', 'Billiard table']"
353,Raven,['Bird'],['Animal'],"['Magpie', 'Woodpecker', 'Blue jay', 'Ostrich', 'Penguin', 'Chicken', 'Eagle', 'Owl', 'Duck', 'Canary', 'Goose', 'Swan', 'Falcon', 'Parrot', 'Sparrow', 'Turkey']"
354,High heels,['Footwear'],['Clothing'],"['Roller skates', 'Boot', 'Sandal']"
355,Red panda,['Carnivore'],"['Mammal', 'Animal']","['Bear', 'Cat', 'Fox', 'Jaguar (Animal)', 'Lynx', 'Tiger', 'Lion', 'Dog', 'Leopard', 'Cheetah', 'Otter', 'Raccoon']"
356,Rose,['Flower'],['Plant'],"['Lavender (Plant)', 'Common sunflower', 'Lily']"
357,Rabbit,['Mammal'],['Animal'],"['Bat (Animal)', 'Carnivore', 'Camel', 'Cattle', 'Giraffe', 'Rhinoceros', 'Goat', 'Horse', 'Hamster', 'Kangaroo', 'Koala', 'Mouse', 'Pig', 'Squirrel', 'Sheep', 'Zebra', 'Monkey', 'Hippopotamus', 'Deer', 'Elephant', 'Porcupine', 'Hedgehog', 'Bull', 'Antelope', 'Mule', 'Marine mammal', 'Skunk', 'Alpaca', 'Armadillo']"
358,Sculpture,[],[],"['Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
359,Saxophone,['Musical instrument'],['Building'],"['Organ (Musical Instrument)', 'Banjo', 'Cello', 'Drum', 'French horn', 'Guitar', 'Harp', 'Harpsichord', 'Harmonica', 'Musical keyboard', 'Oboe', 'Piano', 'Trombone', 'Trumpet', 'Violin', 'Chime', 'Flute', 'Accordion', 'Maracas']"
360,Shotgun,['Weapon'],['Building'],"['Bow and arrow', 'Cannon', 'Dagger', 'Knife', 'Rifle', 'Tank', 'Axe', 'Handgun', 'Sword', 'Missile', 'Bomb']"
361,Seafood,['Food'],[],"['Fast food', 'Waffle', 'Pancake', 'Burrito', 'Snack', 'Dessert', 'Guacamole', 'Fruit', 'Egg (Food)', 'Baked goods', 'Mushroom', 'Pasta', 'Pizza', 'Taco', 'Cooking spray', 'Vegetable', 'Honeycomb', 'Sandwich', 'Dairy Product', 'Sushi']"
362,Submarine sandwich,['Sandwich'],['Food'],['Hamburger']
363,Snowboard,['Sports equipment'],['Building'],"['Paddle', 'Ball', 'Bicycle', 'Surfboard', 'Bow and arrow', 'Hiking equipment', 'Roller skates', 'Flying disc', 'Baseball bat', 'Baseball glove', 'Punching bag', 'Golf ball', 'Personal flotation device', 'Scoreboard', 'Skateboard', 'Ski', 'Bowling equipment', 'Dumbbell', 'Stationary bicycle', 'Treadmill', 'Training bench', 'Indoor rower', 'Horizontal bar', 'Parachute', 'Racket', 'Balance beam', 'Helmet', 'Billiard table']"
364,Sword,['Weapon'],['Building'],"['Bow and arrow', 'Cannon', 'Dagger', 'Knife', 'Rifle', 'Shotgun', 'Tank', 'Axe', 'Handgun', 'Missile', 'Bomb']"
365,Picture frame,[],[],"['Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
366,Sushi,['Food'],[],"['Fast food', 'Waffle', 'Pancake', 'Burrito', 'Snack', 'Dessert', 'Guacamole', 'Fruit', 'Egg (Food)', 'Baked goods', 'Mushroom', 'Pasta', 'Pizza', 'Seafood', 'Taco', 'Cooking spray', 'Vegetable', 'Honeycomb', 'Sandwich', 'Dairy Product']"
367,Loveseat,['Couch'],['Furniture'],['Sofa bed']
368,Ski,['Sports equipment'],['Building'],"['Paddle', 'Ball', 'Bicycle', 'Surfboard', 'Bow and arrow', 'Hiking equipment', 'Roller skates', 'Flying disc', 'Baseball bat', 'Baseball glove', 'Punching bag', 'Golf ball', 'Personal flotation device', 'Scoreboard', 'Snowboard', 'Skateboard', 'Bowling equipment', 'Dumbbell', 'Stationary bicycle', 'Treadmill', 'Training bench', 'Indoor rower', 'Horizontal bar', 'Parachute', 'Racket', 'Balance beam', 'Helmet', 'Billiard table']"
369,Squirrel,['Mammal'],['Animal'],"['Bat (Animal)', 'Carnivore', 'Camel', 'Cattle', 'Giraffe', 'Rhinoceros', 'Goat', 'Horse', 'Hamster', 'Kangaroo', 'Koala', 'Mouse', 'Pig', 'Rabbit', 'Sheep', 'Zebra', 'Monkey', 'Hippopotamus', 'Deer', 'Elephant', 'Porcupine', 'Hedgehog', 'Bull', 'Antelope', 'Mule', 'Marine mammal', 'Skunk', 'Alpaca', 'Armadillo']"
370,Tripod,['Tool'],['Building'],"['Container', 'Ladder', 'Toothbrush', 'Screwdriver', 'Drill (Tool)', 'Chainsaw', 'Wrench', 'Flashlight', 'Scissors', 'Ratchet (Device)', 'Kitchen utensil', 'Hammer', 'Scale', 'Snowplow', 'Nail (Construction)', 'Torch', 'Chisel', 'Axe', 'Camera', 'Grinder', 'Ruler', 'Binoculars']"
371,Stethoscope,['Medical equipment'],['Building'],"['Syringe', 'Stretcher', 'Band-aid']"
372,Submarine,['Watercraft'],['Vehicle'],"['Boat', 'Jet ski']"
373,Scorpion,['Invertebrate'],['Animal'],"['Tick', 'Centipede', 'Marine invertebrates', 'Insect', 'Worm', 'Spider', 'Oyster', 'Snail']"
374,Segway,['Land vehicle'],['Vehicle'],"['Ambulance', 'Cart', 'Bicycle', 'Bus', 'Snowmobile', 'Golf cart', 'Motorcycle', 'Tank', 'Train', 'Truck', 'Unicycle', 'Car', 'Taxi', 'Wheelchair']"
375,Training bench,['Sports equipment'],['Building'],"['Paddle', 'Ball', 'Bicycle', 'Surfboard', 'Bow and arrow', 'Hiking equipment', 'Roller skates', 'Flying disc', 'Baseball bat', 'Baseball glove', 'Punching bag', 'Golf ball', 'Personal flotation device', 'Scoreboard', 'Snowboard', 'Skateboard', 'Ski', 'Bowling equipment', 'Dumbbell', 'Stationary bicycle', 'Treadmill', 'Indoor rower', 'Horizontal bar', 'Parachute', 'Racket', 'Balance beam', 'Helmet', 'Billiard table']"
376,Snake,['Reptile'],['Animal'],"['Dinosaur', 'Lizard', 'Turtle', 'Crocodile', 'Frog']"
377,Coffee table,['Table'],['Furniture'],['Kitchen & dining room table']
378,Skyscraper,['Building'],[],"['Tree house', 'Lighthouse', 'Castle', 'Tower', 'House', 'Office building', 'Convenience store']"
379,Sheep,['Mammal'],['Animal'],"['Bat (Animal)', 'Carnivore', 'Camel', 'Cattle', 'Giraffe', 'Rhinoceros', 'Goat', 'Horse', 'Hamster', 'Kangaroo', 'Koala', 'Mouse', 'Pig', 'Rabbit', 'Squirrel', 'Zebra', 'Monkey', 'Hippopotamus', 'Deer', 'Elephant', 'Porcupine', 'Hedgehog', 'Bull', 'Antelope', 'Mule', 'Marine mammal', 'Skunk', 'Alpaca', 'Armadillo']"
380,Television,['Building'],[],"['Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Musical keyboard', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
381,Trombone,['Musical instrument'],['Building'],"['Organ (Musical Instrument)', 'Banjo', 'Cello', 'Drum', 'French horn', 'Guitar', 'Harp', 'Harpsichord', 'Harmonica', 'Musical keyboard', 'Oboe', 'Piano', 'Saxophone', 'Trumpet', 'Violin', 'Chime', 'Flute', 'Accordion', 'Maracas']"
382,Tea,['Drink'],[],"['Beer', 'Cocktail', 'Coffee', 'Juice', 'Wine']"
383,Tank,"['Weapon', 'Land vehicle']","['Building', 'Vehicle']","['Bow and arrow', 'Cannon', 'Dagger', 'Knife', 'Rifle', 'Shotgun', 'Axe', 'Handgun', 'Sword', 'Missile', 'Bomb', 'Ambulance', 'Cart', 'Bicycle', 'Bus', 'Snowmobile', 'Golf cart', 'Motorcycle', 'Segway', 'Train', 'Truck', 'Unicycle', 'Car', 'Taxi', 'Wheelchair']"
384,Taco,['Food'],[],"['Fast food', 'Waffle', 'Pancake', 'Burrito', 'Snack', 'Dessert', 'Guacamole', 'Fruit', 'Egg (Food)', 'Baked goods', 'Mushroom', 'Pasta', 'Pizza', 'Seafood', 'Cooking spray', 'Vegetable', 'Honeycomb', 'Sandwich', 'Dairy Product', 'Sushi']"
385,Telephone,['Building'],[],"['Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Musical keyboard', 'Television', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
386,Torch,['Tool'],['Building'],"['Container', 'Ladder', 'Toothbrush', 'Screwdriver', 'Drill (Tool)', 'Chainsaw', 'Wrench', 'Flashlight', 'Scissors', 'Ratchet (Device)', 'Kitchen utensil', 'Hammer', 'Scale', 'Snowplow', 'Nail (Construction)', 'Tripod', 'Chisel', 'Axe', 'Camera', 'Grinder', 'Ruler', 'Binoculars']"
387,Tiger,['Carnivore'],"['Mammal', 'Animal']","['Bear', 'Cat', 'Fox', 'Jaguar (Animal)', 'Lynx', 'Red panda', 'Lion', 'Dog', 'Leopard', 'Cheetah', 'Otter', 'Raccoon']"
388,Strawberry,['Fruit'],['Food'],"['Apple', 'Grape', 'Common fig', 'Pear', 'Tomato', 'Lemon', 'Banana', 'Orange', 'Peach', 'Mango', 'Pineapple', 'Grapefruit', 'Pomegranate', 'Watermelon', 'Cantaloupe']"
389,Trumpet,['Musical instrument'],['Building'],"['Organ (Musical Instrument)', 'Banjo', 'Cello', 'Drum', 'French horn', 'Guitar', 'Harp', 'Harpsichord', 'Harmonica', 'Musical keyboard', 'Oboe', 'Piano', 'Saxophone', 'Trombone', 'Violin', 'Chime', 'Flute', 'Accordion', 'Maracas']"
390,Tree,['Plant'],[],"['Houseplant', 'Flower']"
391,Tomato,"['Fruit', 'Vegetable']",['Food'],"['Apple', 'Grape', 'Common fig', 'Pear', 'Strawberry', 'Lemon', 'Banana', 'Orange', 'Peach', 'Mango', 'Pineapple', 'Grapefruit', 'Pomegranate', 'Watermelon', 'Cantaloupe', 'Cucumber', 'Radish', 'Artichoke', 'Potato', 'Garden Asparagus', 'Squash (Plant)', 'Cabbage', 'Carrot', 'Salad', 'Broccoli', 'Bell pepper', 'Winter melon']"
392,Train,['Land vehicle'],['Vehicle'],"['Ambulance', 'Cart', 'Bicycle', 'Bus', 'Snowmobile', 'Golf cart', 'Motorcycle', 'Segway', 'Tank', 'Truck', 'Unicycle', 'Car', 'Taxi', 'Wheelchair']"
393,Tool,['Building'],[],"['Medical equipment', 'Musical instrument', 'Sports equipment', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Musical keyboard', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
394,Picnic basket,['Container'],"['Tool', 'Building']","['Tin can', 'Barrel', 'Bottle', 'Jug', 'Waste container', 'Beaker', 'Flowerpot']"
395,Cooking spray,['Food'],[],"['Fast food', 'Waffle', 'Pancake', 'Burrito', 'Snack', 'Dessert', 'Guacamole', 'Fruit', 'Egg (Food)', 'Baked goods', 'Mushroom', 'Pasta', 'Pizza', 'Seafood', 'Taco', 'Vegetable', 'Honeycomb', 'Sandwich', 'Dairy Product', 'Sushi']"
396,Trousers,['Clothing'],[],"['Shorts', 'Dress', 'Swimwear', 'Brassiere', 'Tiara', 'Shirt', 'Coat', 'Suit', 'Hat', 'Scarf', 'Skirt', 'Jacket', 'Fashion accessory', 'Swim cap', 'Footwear', 'Sports uniform', 'Luggage and bags', 'Helmet']"
397,Bowling equipment,['Sports equipment'],['Building'],"['Paddle', 'Ball', 'Bicycle', 'Surfboard', 'Bow and arrow', 'Hiking equipment', 'Roller skates', 'Flying disc', 'Baseball bat', 'Baseball glove', 'Punching bag', 'Golf ball', 'Personal flotation device', 'Scoreboard', 'Snowboard', 'Skateboard', 'Ski', 'Dumbbell', 'Stationary bicycle', 'Treadmill', 'Training bench', 'Indoor rower', 'Horizontal bar', 'Parachute', 'Racket', 'Balance beam', 'Helmet', 'Billiard table']"
398,Football helmet,['Helmet'],"['Sports equipment', 'Building', 'Clothing']",['Bicycle helmet']
399,Truck,['Land vehicle'],['Vehicle'],"['Ambulance', 'Cart', 'Bicycle', 'Bus', 'Snowmobile', 'Golf cart', 'Motorcycle', 'Segway', 'Tank', 'Train', 'Unicycle', 'Car', 'Taxi', 'Wheelchair']"
400,Measuring cup,['Kitchen utensil'],"['Kitchenware', 'Tool', 'Building']","['Chopsticks', 'Ladle', 'Spatula', 'Can opener', 'Cutting board', 'Whisk', 'Drinking straw', 'Knife', 'Bottle opener', 'Pizza cutter', 'Spoon', 'Fork']"
401,Coffeemaker,"['Home appliance', 'Kitchen appliance']",['Kitchenware'],"['Washing machine', 'Toaster', 'Oven', 'Blender', 'Gas stove', 'Mechanical fan', 'Heater', 'Kettle', 'Hair dryer', 'Refrigerator', 'Wood-burning stove', 'Humidifier', 'Mixer', 'Microwave oven', 'Dishwasher', 'Sewing machine', 'Hand dryer', 'Ceiling fan', 'Slow cooker', 'Food processor', 'Waffle iron', 'Pressure cooker']"
402,Violin,['Musical instrument'],['Building'],"['Organ (Musical Instrument)', 'Banjo', 'Cello', 'Drum', 'French horn', 'Guitar', 'Harp', 'Harpsichord', 'Harmonica', 'Musical keyboard', 'Oboe', 'Piano', 'Saxophone', 'Trombone', 'Trumpet', 'Chime', 'Flute', 'Accordion', 'Maracas']"
403,Vehicle,[],[],"['Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
